title,filename,tm,edcs,uri,doi,edr,phi,epicum,term_key_0,term_ref_0,term_text_0,term_cert_0,0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 0478,isic0478,491703,21900538,http://sicily.classics.ox.ac.uk/inscription/isic0478,10.5281/zenodo.4384421,,,,,,(?),,,,,,
I.Sicily inscription 0479,isic0479,491704,21900539,http://sicily.classics.ox.ac.uk/inscription/isic0479,10.5281/zenodo.4384423,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0480,isic0480,491705,21900540,http://sicily.classics.ox.ac.uk/inscription/isic0480,10.5281/zenodo.4384425,,,,,,(?),,,,,,
I.Sicily inscription 0481,isic0481,491706,21900541,http://sicily.classics.ox.ac.uk/inscription/isic0481,10.5281/zenodo.4384427,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,,,
I.Sicily inscription 0482,isic0482,491708,22000788,http://sicily.classics.ox.ac.uk/inscription/isic0482,10.5281/zenodo.4384429,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0483,isic0483,491709,22000789,http://sicily.classics.ox.ac.uk/inscription/isic0483,10.5281/zenodo.4384431,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0484,isic0484,491710,22000790,http://sicily.classics.ox.ac.uk/inscription/isic0484,10.5281/zenodo.4384433,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0485,isic0485,491711,22000791,http://sicily.classics.ox.ac.uk/inscription/isic0485,10.5281/zenodo.4384435,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0486,isic0486,491712,22000792,http://sicily.classics.ox.ac.uk/inscription/isic0486,10.5281/zenodo.4384439,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0487,isic0487,491713,22000793,http://sicily.classics.ox.ac.uk/inscription/isic0487,10.5281/zenodo.4384441,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0488,isic0488,491714,22000794,http://sicily.classics.ox.ac.uk/inscription/isic0488,10.5281/zenodo.4384443,,,,,,(?),,,,,,
I.Sicily inscription 0489,isic0489,491715,22000795,http://sicily.classics.ox.ac.uk/inscription/isic0489,10.5281/zenodo.4384445,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0490,isic0490,491716,22000796,http://sicily.classics.ox.ac.uk/inscription/isic0490,10.5281/zenodo.4337567,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0491,isic0491,491717,22000797,http://sicily.classics.ox.ac.uk/inscription/isic0491,10.5281/zenodo.4337571,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
Honours for Rubellinus,isic0492,491718,22000798,http://sicily.classics.ox.ac.uk/inscription/isic0492,10.5281/zenodo.4337575,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0493,isic0493,491719,22000799,http://sicily.classics.ox.ac.uk/inscription/isic0493,10.5281/zenodo.4384447,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific; funerary
                        (?)",,,,,,
I.Sicily inscription 0494,isic0494,491720,22000800,http://sicily.classics.ox.ac.uk/inscription/isic0494,10.5281/zenodo.4384449,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0495,isic0495,491721,22000801,http://sicily.classics.ox.ac.uk/inscription/isic0495,10.5281/zenodo.4384451,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0496,isic0496,491722,22000802,http://sicily.classics.ox.ac.uk/inscription/isic0496,10.5281/zenodo.4384453,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0497,isic0497,491723,22000803,http://sicily.classics.ox.ac.uk/inscription/isic0497,10.5281/zenodo.4384455,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,"funerary; honorific
                        (?)",,,,,,
I.Sicily inscription 0498,isic0498,491724,22000804,http://sicily.classics.ox.ac.uk/inscription/isic0498,10.5281/zenodo.4384459,,,,,,(?),,,,,,
I.Sicily inscription 0499,isic0499,491725,22000805,http://sicily.classics.ox.ac.uk/inscription/isic0499,10.5281/zenodo.4384461,,,,,,(?),,,,,,
I.Sicily inscription 0500,isic0500,491726,22000806,http://sicily.classics.ox.ac.uk/inscription/isic0500,10.5281/zenodo.4384463,,,,,,(?),,,,,,
I.Sicily inscription 0501,isic0501,491727,22000807,http://sicily.classics.ox.ac.uk/inscription/isic0501,10.5281/zenodo.4384813,,,,,,(?),,,,,,
I.Sicily inscription 0502,isic0502,491728,22000808,http://sicily.classics.ox.ac.uk/inscription/isic0502,10.5281/zenodo.4337843,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0503,isic0503,491729,22000809,http://sicily.classics.ox.ac.uk/inscription/isic0503,10.5281/zenodo.4384815,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0504,isic0504,491730,22000810,http://sicily.classics.ox.ac.uk/inscription/isic0504,10.5281/zenodo.4384817,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0505,isic0505,491731,22000811,http://sicily.classics.ox.ac.uk/inscription/isic0505,10.5281/zenodo.4384819,,,,votive,http://www.eagle-network.eu/voc/typeins/lod/83.html,votive,,,,,,
I.Sicily inscription 0506,isic0506,491732,22000812,http://sicily.classics.ox.ac.uk/inscription/isic0506,10.5281/zenodo.4384821,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0507,isic0507,175854,22000813,http://sicily.classics.ox.ac.uk/inscription/isic0507,10.5281/zenodo.4384823,094054,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,"building; honorific
                        (?)",,,,,,
I.Sicily inscription 0508,isic0508,491733,22000814,http://sicily.classics.ox.ac.uk/inscription/isic0508,10.5281/zenodo.4384825,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0509,isic0509,491734,22000815,http://sicily.classics.ox.ac.uk/inscription/isic0509,10.5281/zenodo.4337847,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0510,isic0510,491735,22000816,http://sicily.classics.ox.ac.uk/inscription/isic0510,10.5281/zenodo.4384829,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0511,isic0511,491736,22000817,http://sicily.classics.ox.ac.uk/inscription/isic0511,10.5281/zenodo.4384831,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,,,
I.Sicily inscription 0512,isic0512,491737,22000818,http://sicily.classics.ox.ac.uk/inscription/isic0512,10.5281/zenodo.4384833,,,,terminus,http://www.eagle-network.eu/voc/typeins/lod/96.html,terminus,,,,,,
Honours for Gaius Bultius Geminius Titianus,isic0513,491738,22000819,http://sicily.classics.ox.ac.uk/inscription/isic0513,10.5281/zenodo.4337851,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0514,isic0514,491739,22000820,http://sicily.classics.ox.ac.uk/inscription/isic0514,10.5281/zenodo.4337853,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0515,isic0515,491740,22000821,http://sicily.classics.ox.ac.uk/inscription/isic0515,10.5281/zenodo.4384835,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,,,
I.Sicily inscription 0516,isic0516,491741,22000822,http://sicily.classics.ox.ac.uk/inscription/isic0516,10.5281/zenodo.4384837,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0517,isic0517,491742,22000823,http://sicily.classics.ox.ac.uk/inscription/isic0517,10.5281/zenodo.4384842,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0518,isic0518,491743,22000824,http://sicily.classics.ox.ac.uk/inscription/isic0518,10.5281/zenodo.4384844,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific; funerary
                        (?)",,,,,,
I.Sicily inscription 0519,isic0519,175714,22000825,http://sicily.classics.ox.ac.uk/inscription/isic0519,10.5281/zenodo.4337857,080558,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0521,isic0521,491744,22000827,http://sicily.classics.ox.ac.uk/inscription/isic0521,10.5281/zenodo.4384846,,,,,,(?),,,,,,
I.Sicily inscription 0522,isic0522,491745,22000828,http://sicily.classics.ox.ac.uk/inscription/isic0522,10.5281/zenodo.4384848,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0523,isic0523,491746,22000829,http://sicily.classics.ox.ac.uk/inscription/isic0523,10.5281/zenodo.4384850,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0524,isic0524,491747,22000830,http://sicily.classics.ox.ac.uk/inscription/isic0524,10.5281/zenodo.4384852,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0525,isic0525,491748,22000831,http://sicily.classics.ox.ac.uk/inscription/isic0525,10.5281/zenodo.4384854,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,,,
I.Sicily inscription 0526,isic0526,491749,22000832,http://sicily.classics.ox.ac.uk/inscription/isic0526,10.5281/zenodo.4384856,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0527,isic0527,491750,22000833,http://sicily.classics.ox.ac.uk/inscription/isic0527,10.5281/zenodo.4384858,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0528,isic0528,491751,22000834,http://sicily.classics.ox.ac.uk/inscription/isic0528,10.5281/zenodo.4384862,,,,,,(?),,,,,,
I.Sicily inscription 0529,isic0529,491752,22000835,http://sicily.classics.ox.ac.uk/inscription/isic0529,10.5281/zenodo.4384868,,,,,,(?),,,,,,
I.Sicily inscription 0530,isic0530,491753,22000836,http://sicily.classics.ox.ac.uk/inscription/isic0530,10.5281/zenodo.4384870,,,,,,(?),,,,,,
I.Sicily inscription 0531,isic0531,491754,22000837,http://sicily.classics.ox.ac.uk/inscription/isic0531,10.5281/zenodo.4384872,,,,,,(?),,,,,,
I.Sicily inscription 0532,isic0532,491755,22000838,http://sicily.classics.ox.ac.uk/inscription/isic0532,10.5281/zenodo.4384876,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0533,isic0533,491756,22000839,http://sicily.classics.ox.ac.uk/inscription/isic0533,10.5281/zenodo.4384878,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0534,isic0534,491757,22000840,http://sicily.classics.ox.ac.uk/inscription/isic0534,10.5281/zenodo.4384880,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0535,isic0535,491758,22000841,http://sicily.classics.ox.ac.uk/inscription/isic0535,10.5281/zenodo.4384882,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0536,isic0536,491759,22000846,http://sicily.classics.ox.ac.uk/inscription/isic0536,10.5281/zenodo.4384886,,,,,,(?),,,,,,
I.Sicily inscription 0537,isic0537,175710,22000842,http://sicily.classics.ox.ac.uk/inscription/isic0537,10.5281/zenodo.4384888,092733,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0538,isic0538,491760,22000843,http://sicily.classics.ox.ac.uk/inscription/isic0538,10.5281/zenodo.4384890,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0539,isic0539,491761,22000844,http://sicily.classics.ox.ac.uk/inscription/isic0539,10.5281/zenodo.4337863,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific;
                        building (?)",,,,,,
I.Sicily inscription 0540,isic0540,491762,22000845,http://sicily.classics.ox.ac.uk/inscription/isic0540,10.5281/zenodo.4384892,,,,,,(?),,,,,,
I.Sicily inscription 0541,isic0541,491763,22000847,http://sicily.classics.ox.ac.uk/inscription/isic0541,10.5281/zenodo.4384894,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0542,isic0542,491764,22000848,http://sicily.classics.ox.ac.uk/inscription/isic0542,10.5281/zenodo.4384898,,,,,,(?),,,,,,
I.Sicily inscription 0543,isic0543,491766,22000850,http://sicily.classics.ox.ac.uk/inscription/isic0543,10.5281/zenodo.4384900,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0544,isic0544,491769,22000853,http://sicily.classics.ox.ac.uk/inscription/isic0544,10.5281/zenodo.4337866,138299,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0545,isic0545,491771,22000855,http://sicily.classics.ox.ac.uk/inscription/isic0545,10.5281/zenodo.4337872,138301,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,,,
I.Sicily inscription 0546,isic0546,491789,22000873,http://sicily.classics.ox.ac.uk/inscription/isic0546,10.5281/zenodo.4384902,138302,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,,,
I.Sicily inscription 0547,isic0547,491790,22000874,http://sicily.classics.ox.ac.uk/inscription/isic0547,10.5281/zenodo.4384904,138303,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0548,isic0548,491791,22000875,http://sicily.classics.ox.ac.uk/inscription/isic0548,10.5281/zenodo.4384906,138306,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0549,isic0549,491792,22000876,http://sicily.classics.ox.ac.uk/inscription/isic0549,10.5281/zenodo.4384908,138307,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0550,isic0550,491793,22000877,http://sicily.classics.ox.ac.uk/inscription/isic0550,10.5281/zenodo.4384910,138309,,,,,(?),,,,,,
I.Sicily inscription 0551,isic0551,491796,22000880,http://sicily.classics.ox.ac.uk/inscription/isic0551,10.5281/zenodo.4384914,138310,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,,,
I.Sicily inscription 0552,isic0552,491799,22000883,http://sicily.classics.ox.ac.uk/inscription/isic0552,10.5281/zenodo.4384916,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0553,isic0553,491800,22000884,http://sicily.classics.ox.ac.uk/inscription/isic0553,10.5281/zenodo.4384918,138312,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0554,isic0554,491801,22000885,http://sicily.classics.ox.ac.uk/inscription/isic0554,10.5281/zenodo.4384920,138313,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0555,isic0555,491802,22100004,http://sicily.classics.ox.ac.uk/inscription/isic0555,10.5281/zenodo.4384924,138315,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0556,isic0556,491803,22100005,http://sicily.classics.ox.ac.uk/inscription/isic0556,10.5281/zenodo.4384926,138316,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0557,isic0557,491804,22100006,http://sicily.classics.ox.ac.uk/inscription/isic0557,10.5281/zenodo.4384928,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0558,isic0558,491806,22100009,http://sicily.classics.ox.ac.uk/inscription/isic0558,10.5281/zenodo.4384932,,,,,,(?),,,,,,
I.Sicily inscription 0559,isic0559,491807,22100010,http://sicily.classics.ox.ac.uk/inscription/isic0559,10.5281/zenodo.4384934,138336,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0560,isic0560,491808,22100011,http://sicily.classics.ox.ac.uk/inscription/isic0560,10.5281/zenodo.4384936,138337,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0561,isic0561,491810,22100013,http://sicily.classics.ox.ac.uk/inscription/isic0561,10.5281/zenodo.4384938,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0562,isic0562,491812,22100015,http://sicily.classics.ox.ac.uk/inscription/isic0562,10.5281/zenodo.4384940,138351,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0563,isic0563,491813,22100016,http://sicily.classics.ox.ac.uk/inscription/isic0563,10.5281/zenodo.4384942,138354,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0564,isic0564,491814,22100017,http://sicily.classics.ox.ac.uk/inscription/isic0564,10.5281/zenodo.4384944,138355,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0565,isic0565,491815,22100018,http://sicily.classics.ox.ac.uk/inscription/isic0565,10.5281/zenodo.4384946,138356,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0566,isic0566,539337,22100003,http://sicily.classics.ox.ac.uk/inscription/isic0566,10.5281/zenodo.4384948,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0567,isic0567,594205,23500442,http://sicily.classics.ox.ac.uk/inscription/isic0567,10.5281/zenodo.4384950,,,,,,(?),,,,,,
I.Sicily inscription 0568,isic0568,491816,22100020,http://sicily.classics.ox.ac.uk/inscription/isic0568,10.5281/zenodo.4384952,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0569,isic0569,491817,22100021,http://sicily.classics.ox.ac.uk/inscription/isic0569,10.5281/zenodo.4384956,138358,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0570,isic0570,491818,22100022,http://sicily.classics.ox.ac.uk/inscription/isic0570,10.5281/zenodo.4384958,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0571,isic0571,491819,22100023,http://sicily.classics.ox.ac.uk/inscription/isic0571,10.5281/zenodo.4384960,138359,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0572,isic0572,491820,22100024,http://sicily.classics.ox.ac.uk/inscription/isic0572,10.5281/zenodo.4384962,138361,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 0573,isic0573,491824,22100028,http://sicily.classics.ox.ac.uk/inscription/isic0573,10.5281/zenodo.4384964,,,,,,(?),,,,,,
I.Sicily inscription 0574,isic0574,491825,22100029,http://sicily.classics.ox.ac.uk/inscription/isic0574,10.5281/zenodo.4384966,,,,,,(?),,,,,,
